Source,Exclusive,OBJECTID,Join_Count,TARGET_FID,fid_,store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_grou,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,st_fips,Join_Cou_1,TARGET_F_1,STATEFP,COUNTYFP,GEOID,NAME,NAME_CAP,NAMELSAD,GISJOIN,Cty_ID,GA_AAA
SNAP,SNAP Exclusive,16618,1,96,0,Sixes Road Texaco,st_356186,3780,Sixes Rd,,Canton,GA,30114,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.5506,34.17904,usda,,0,CS,L305053,13,1,16617,13,57,13057,Cherokee,CHEROKEE,Cherokee County,G1300570,13057,3
SNAP,SNAP Exclusive,16619,1,24,0,SKI 2 Food Mart,st_284602,4321,Brownsville Rd,,Powder Springs,GA,30127,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-84.69477,33.84859,usda,,0,CS,L040324,13,1,16618,13,67,13067,Cobb,COBB,Cobb County,G1300670,13067,3
SNAP,SNAP Exclusive,16620,1,74,0,Skyline Mart,st_225346,703,Grove St N,,Dahlonega,GA,30533,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,0,0,1,1,2010,2018,-83.99006,34.54122,usda,,0,CS,L305144,13,1,16619,13,187,13187,Lumpkin,LUMPKIN,Lumpkin County,G1301870,13187,2
SNAP,SNAP and WIC,16621,1,40,0,Skyview Food Mart,st_215285,2626,Skyview Dr,,Lithia Springs,GA,30122,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,0,0,0,1,2010,2018,-84.63312,33.78284,usda,,0,CS,L305159,13,1,16620,13,97,13097,Douglas,DOUGLAS,Douglas County,G1300970,13097,3
SNAP,SNAP and WIC,16622,1,40,0,Skyview Food Mart,st_374101,2626,Skyview Dr,,Lithia Springs,GA,30122,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.63312,33.78284,usda,,0,CS,L305159,13,1,16621,13,97,13097,Douglas,DOUGLAS,Douglas County,G1300970,13097,3
SNAP,SNAP Exclusive,16623,1,144,0,Slugs Deer Processing,st_418968,5020,Alvin Neal Rd,,Dearing,GA,30808,Meat/Poultry Specialty,9,Specialty,5,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-82.37528,33.3681,usda,,0,ME,L305233,13,1,16622,13,189,13189,McDuffie,MCDUFFIE,McDuffie County,G1301890,13189,8
SNAP,SNAP Exclusive,16624,1,5,0,Slygo Stop N Go,st_219263,2481,Slygo Rd,,Trenton,GA,30752,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-85.47894,34.94263,usda,,0,CS,L305235,13,1,16623,13,83,13083,Dade,DADE,Dade County,G1300830,13083,1
SNAP,SNAP Exclusive,16625,1,24,0,Smackin' Good Seafood,st_405371,3028,Bankhead Hwy,,Austell,GA,30168,Seafood Specialty,13,Specialty,5,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.63667,33.80531,usda,,0,SE,L305241,13,1,16624,13,67,13067,Cobb,COBB,Cobb County,G1300670,13067,3
SNAP,SNAP Exclusive,16626,1,139,0,Smallwood's,st_409460,4720,E Highway 166,,Carrollton,GA,30116,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.93269,33.61089,usda,,0,CS,L036720,13,1,16625,13,45,13045,Carroll,CARROLL,Carroll County,G1300450,13045,4
SNAP,SNAP and WIC,16627,1,127,0,Smart Grocery,st_049467,3221,Wrightsboro Rd,,Augusta,GA,30909,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,1,2008,2018,-82.0638,33.46956,usda,,0,CS,L305437,13,1,16626,13,245,13245,Richmond,RICHMOND,Richmond County,G1302450,13245,8
SNAP,SNAP and WIC,16628,1,127,0,Smart Grocery,st_214920,3221,Wrightsboro Rd,,Augusta,GA,30909,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-82.0638,33.46956,usda,,0,CS,L305437,13,1,16627,13,245,13245,Richmond,RICHMOND,Richmond County,G1302450,13245,8
SNAP,SNAP Exclusive,16629,1,32,0,Smart Mart,st_420029,1139,N Tennessee St,,Cartersville,GA,30120,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.79775,34.19551,usda,,0,CS,L036764,13,1,16628,13,15,13015,Bartow,BARTOW,Bartow County,G1300150,13015,1
SNAP,SNAP Exclusive,16630,1,45,0,Smart Mart,st_222190,1980,Hiram Douglasville Hwy,,Hiram,GA,30141,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.7625,33.8644,usda,,0,CS,L305439,13,1,16629,13,223,13223,Paulding,PAULDING,Paulding County,G1302230,13223,1
SNAP,SNAP Exclusive,16631,1,17,0,SMART MART,st_173744,9180,W Highway 136,,Chickamauga,GA,30707,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-85.39095,34.80762,usda,,0,CS,L305442,13,1,16630,13,295,13295,Walker,WALKER,Walker County,G1302950,13295,1
SNAP,SNAP Exclusive,16632,1,92,0,Smart Shop,st_353932,657,College St,,Cuthbert,GA,39840,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.79137,31.77149,usda,,0,CS,L305452,13,1,16631,13,243,13243,Randolph,RANDOLPH,Randolph County,G1302430,13243,6
SNAP,SNAP Exclusive,16633,1,121,0,Smart Stop,st_013217,1114,Abercorn St,,Savannah,GA,31401,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,1,2008,2018,-81.09521,32.06367,usda,,0,CS,L305454,13,1,16632,13,51,13051,Chatham,CHATHAM,Chatham County,G1300510,13051,12
SNAP,SNAP Exclusive,16634,1,127,0,Smile Grocery,st_326856,830,Stevens Creek Rd,,Augusta,GA,30907,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-82.0498,33.52364,usda,,0,CS,L305486,13,1,16633,13,245,13245,Richmond,RICHMOND,Richmond County,G1302450,13245,8
SNAP,SNAP Exclusive,16635,1,60,0,Smile Mart,st_201054,2660,Highway 11 NW,,Monroe,GA,30656,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-83.72157,33.86278,usda,,0,CS,L305487,13,1,16634,13,297,13297,Walton,WALTON,Walton County,G1302970,13297,5
SNAP,SNAP Exclusive,16636,1,88,0,Smile Mart,st_228539,585,Franklin Springs St,,Royston,GA,30662,Convenience Store,3,Small retail,4,0,0,1,1,1,0,1,1,1,1,1,2010,2018,-83.11874,34.28506,usda,,0,CS,L305488,13,1,16635,13,119,13119,Franklin,FRANKLIN,Franklin County,G1301190,13119,2
SNAP,SNAP Exclusive,16637,1,88,0,SMILE MART,st_207817,4931,Highway 17,,Canon,GA,30520,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-83.10847,34.34222,usda,,0,CS,L036650,13,1,16636,13,119,13119,Franklin,FRANKLIN,Franklin County,G1301190,13119,2
SNAP,SNAP Exclusive,16638,1,32,0,Smith Farm Products & Nursery,st_373490,729,Burnt Hickory Rd Se,,Cartersville,GA,30120,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.83093,34.18739,usda,,0,DF,L305592,13,1,16637,13,15,13015,Bartow,BARTOW,Bartow County,G1300150,13015,1
SNAP,SNAP Exclusive,16639,1,78,0,Smith Produce The Pea House,st_373468,1904,Highway 41 North,,Cordele,GA,31015,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-83.79274,31.98769,usda,,0,DF,L305602,13,1,16638,13,81,13081,Crisp,CRISP,Crisp County,G1300810,13081,6
SNAP,SNAP and WIC,16640,1,24,0,Smyrna Food Mart,st_416973,1828,Spring Rd Se,,Smyrna,GA,30080,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.5003,33.88357,usda,,0,CS,L305771,13,1,16639,13,67,13067,Cobb,COBB,Cobb County,G1300670,13067,3
SNAP,SNAP and WIC,16641,1,24,0,Smyrna Food Mart,st_282141,1828,Spring Rd Se,,Smyrna,GA,30080,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,0,0,1,2012,2018,-84.5003,33.88357,usda,,0,CS,L305771,13,1,16640,13,67,13067,Cobb,COBB,Cobb County,G1300670,13067,3
SNAP,SNAP Exclusive,16642,1,62,0,SN Food Mart,st_373432,127,Tifton Eldorado Rd,,Tifton,GA,31794,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-83.4929,31.44185,usda,,0,CS,L041409,13,1,16641,13,277,13277,Tift,TIFT,Tift County,G1302770,13277,11
SNAP,SNAP and WIC,16643,1,39,0,Snack Barrel #2,st_244894,702,N Laurel St,,Springfield,GA,31329,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-81.31482,32.37228,usda,,0,CS,L041006,13,1,16642,13,103,13103,Effingham,EFFINGHAM,Effingham County,G1301030,13103,12
SNAP,SNAP and WIC,16644,1,39,0,Snack Barrel #2,st_210820,702,N Laurel St,,Springfield,GA,31329,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,1,2010,2018,-81.31482,32.37228,usda,,0,CS,L041006,13,1,16643,13,103,13103,Effingham,EFFINGHAM,Effingham County,G1301030,13103,12
SNAP,SNAP Exclusive,16645,1,39,0,SNACK BARREL 10,st_244887,115,Ebenezer Rd,,Rincon,GA,31326,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-81.22121,32.35049,usda,,0,CS,L040398,13,1,16644,13,103,13103,Effingham,EFFINGHAM,Effingham County,G1301030,13103,12
SNAP,SNAP Exclusive,16646,1,56,0,Snapfinger Food Mart,st_210650,5041,Snapfinger Woods Dr,,Decatur,GA,30035,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.18365,33.7112,usda,,0,CS,L305824,13,1,16645,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,16647,1,155,0,Snappy Food,st_353624,7283,E Highway 84,,Offerman,GA,31556,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-82.11194,31.40944,usda,,0,CS,L305834,13,1,16646,13,229,13229,Pierce,PIERCE,Pierce County,G1302290,13229,11
SNAP,SNAP Exclusive,16648,1,129,0,Snappy Food Mart,st_352899,4200,Hwy 99,,Brunswick,GA,31523,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-81.56482,31.27308,usda,,0,CS,L305837,13,1,16647,13,127,13127,Glynn,GLYNN,Glynn County,G1301270,13127,12
SNAP,SNAP Exclusive,16649,1,89,0,Snappyfoodsdarien,st_407073,1326,North Way,,Darien,GA,31305,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-81.43326,31.38299,usda,,0,CS,L305869,13,1,16648,13,191,13191,McIntosh,MCINTOSH,McIntosh County,G1301910,13191,12
SNAP,SNAP and WIC,16650,1,145,0,SNIPES IGA #2,st_166478,9,W Oakland Ave,,Camilla,GA,31730,Large Grocery Store,8,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.20901,31.23267,usda,,0,LG,L305898,13,1,16649,13,205,13205,Mitchell,MITCHELL,Mitchell County,G1302050,13205,10
SNAP,SNAP Exclusive,16651,1,106,0,SNIPES PIGGLY WIGGLY,st_138312,631,E Franklin St,,Sylvester,GA,31791,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.82763,31.53021,usda,,0,SM,L305899,13,1,16650,13,321,13321,Worth,WORTH,Worth County,G1303210,13321,10
SNAP,SNAP Exclusive,16652,1,1,0,SO-LOW FOOD MART,st_141949,364,Commerce St,,Hawkinsville,GA,31036,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.46996,32.28323,usda,,0,CS,L305942,13,1,16651,13,235,13235,Pulaski,PULASKI,Pulaski County,G1302350,13235,7
SNAP,SNAP Exclusive,16653,1,60,0,Social Circle Grocery,st_419401,129,S Cherokee Rd,,Social Circle,GA,30025,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-83.71893,33.65575,usda,,0,CS,L305957,13,1,16652,13,297,13297,Walton,WALTON,Walton County,G1302970,13297,5
SNAP,SNAP Exclusive,16654,1,62,0,Soda Pop Stop 1,st_384808,3131,US Highway 41 S,,Tifton,GA,31794,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.49673,31.42511,usda,,0,CS,L305967,13,1,16653,13,277,13277,Tift,TIFT,Tift County,G1302770,13277,11
SNAP,SNAP Exclusive,16655,1,158,0,SOFIA VENTURES,st_223866,180,Ralph David Abernathy Blvd SW,,Atlanta,GA,30312,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.39375,33.7368,usda,,0,CS,L305974,13,1,16654,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,16656,1,51,0,SOJO,st_266765,1104,S Martin Luther King Jr Blvd,,Americus,GA,31719,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.24538,32.07279,usda,,0,CS,L035201,13,1,16655,13,261,13261,Sumter,SUMTER,Sumter County,G1302610,13261,6
SNAP,SNAP Exclusive,16657,1,30,0,Solar Food 25,st_402402,3900,Brunswick Hwy,,Waycross,GA,31503,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-82.29277,31.1946,usda,,0,CS,L041830,13,1,16656,13,299,13299,Ware,WARE,Ware County,G1302990,13299,11
SNAP,SNAP Exclusive,16658,1,30,0,Solar Foods,st_368395,6349,Valdosta Hwy,,Manor,GA,31550,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-82.57597,31.10331,usda,,0,CS,L039543,13,1,16657,13,299,13299,Ware,WARE,Ware County,G1302990,13299,11
SNAP,SNAP Exclusive,16659,1,138,0,Solo,st_380003,4555,Mercer University Dr,,Macon,GA,31210,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.71632,32.82656,usda,,0,CS,L039419,13,1,16658,13,21,13021,Bibb,BIBB,Bibb County,G1300210,13021,7
SNAP,SNAP Exclusive,16660,1,41,0,Sommys Food Mart,st_249778,2331,Beaver Ruin Rd,,Norcross,GA,30071,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.19067,33.93887,usda,,0,CS,L306041,13,1,16659,13,135,13135,Gwinnett,GWINNETT,Gwinnett County,G1301350,13135,3
SNAP,SNAP Exclusive,16661,1,97,0,SONNY'S  MEATS,st_109842,620,10th St SE,,Moultrie,GA,31768,Large Grocery Store,8,Grocer,1,0,0,0,0,0,0,0,0,0,0,1,2018,2018,-83.77725,31.17419,usda,,0,LG,L306073,13,1,16660,13,71,13071,Colquitt,COLQUITT,Colquitt County,G1300710,13071,10
SNAP,SNAP Exclusive,16662,1,56,0,Sonora Supermercado 01,st_387214,2190,Plaster Rd Ne,,Atlanta,GA,30345,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.29947,33.86489,usda,,0,SM,L306107,13,1,16661,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,16663,1,8,0,Soperton Fish Market,st_416230,4091,W Main St,,Soperton,GA,30457,Seafood Specialty,13,Specialty,5,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-82.5926,32.37794,usda,,0,SE,L306126,13,1,16662,13,283,13283,Treutlen,TREUTLEN,Treutlen County,G1302830,13283,9
SNAP,SNAP Exclusive,16664,1,41,0,Souq International Markets,st_400822,1455,Pleasant Hill Road,,Lawrenceville,GA,30044,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.12182,33.94003,usda,,0,SM,L306161,13,1,16663,13,135,13135,Gwinnett,GWINNETT,Gwinnett County,G1301350,13135,3
SNAP,SNAP Exclusive,16665,1,56,0,South Asian Market,st_218303,3653,Market St,,Clarkston,GA,30021,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,0,0,0,1,2013,2018,-84.24072,33.80986,usda,,0,CS,L036939,13,1,16664,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,16666,1,24,0,South Cobb Shell,st_381479,2711,S Cobb Dr SE,,Smyrna,GA,30080,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.53572,33.88712,usda,,0,CS,L040906,13,1,16665,13,67,13067,Cobb,COBB,Cobb County,G1300670,13067,3
SNAP,SNAP Exclusive,16667,1,47,0,South Corner Mart,st_411161,119,E Broad St,,Newnan,GA,30263,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.79118,33.37368,usda,,0,CS,L040039,13,1,16666,13,77,13077,Coweta,COWETA,Coweta County,G1300770,13077,4
SNAP,SNAP Exclusive,16668,1,56,0,South New Orleans Seafood,st_225570,3548,Flat Shoals Rd,,Decatur,GA,30034,Seafood Specialty,13,Specialty,5,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.27088,33.70403,usda,,0,SE,L306267,13,1,16667,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,16669,1,100,0,South Newport CHEVRON,st_178231,36,Montague St,,Riceboro,GA,31323,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-81.3932,31.65197,usda,,0,CS,L306268,13,1,16668,13,179,13179,Liberty,LIBERTY,Liberty County,G1301790,13179,12
SNAP,SNAP Exclusive,16670,1,158,0,SOUTHEASTERN MEATS  & FISH,st_224248,1624,Donald Lee Hollowell Pkwy NW,,Atlanta,GA,30318,Medium Grocery Store,10,Grocer,1,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.44112,33.77238,usda,,0,MG,L306362,13,1,16669,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,16671,1,129,0,Southeastern Seafood Co.,st_339974,107,Speedy Tostensen Blvd,,Brunswick,GA,31520,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-81.51119,31.20422,usda,,0,CO,L306363,13,1,16670,13,127,13127,Glynn,GLYNN,Glynn County,G1301270,13127,12
SNAP,SNAP Exclusive,16672,1,61,0,SOUTHERN FAMILY MARKET 782,st_335550,613,Central Dr,,East Dublin,GA,31027,Supermarket,16,Supermarket,6,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-82.87707,32.54948,usda,,0,SM,L037922,13,1,16671,13,175,13175,Laurens,LAURENS,Laurens County,G1301750,13175,9
SNAP,SNAP Exclusive,16673,1,62,0,Southern Pride & Heritage  Produce Company,st_339247,1304,US Hwy 82 E,,Tifton,GA,31794,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.48556,31.44537,usda,,0,CS,L306397,13,1,16672,13,277,13277,Tift,TIFT,Tift County,G1302770,13277,11
SNAP,SNAP Exclusive,16674,1,75,0,Southern Pride Food Mart,st_405950,3124,Rockmart Rd Se,,Rome,GA,30161,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-85.16103,34.20378,usda,,0,CS,L040527,13,1,16673,13,115,13115,Floyd,FLOYD,Floyd County,G1301150,13115,1
SNAP,SNAP Exclusive,16675,1,56,0,SOUTHERN SEAFOOD,st_133645,2611,Lawrenceville Hwy,,Decatur,GA,30033,Seafood Specialty,13,Specialty,5,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.26225,33.82306,usda,,0,SE,L306400,13,1,16674,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,16676,1,122,0,Southlake Chevron,st_184609,1152,Mt Zion Rd,,Morrow,GA,30260,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-84.35242,33.57168,usda,,0,CS,L306417,13,1,16675,13,63,13063,Clayton,CLAYTON,Clayton County,G1300630,13063,3
SNAP,SNAP Exclusive,16677,1,129,0,SOUTHLAND MARKET,st_260130,1103,L St,,Brunswick,GA,31520,Medium Grocery Store,10,Grocer,1,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-81.49385,31.15974,usda,,0,MG,L036470,13,1,16676,13,127,13127,Glynn,GLYNN,Glynn County,G1301270,13127,12
SNAP,SNAP Exclusive,16678,1,139,0,Southside BP,st_286105,1979,Highway 27 South,,Carrollton,GA,30117,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-85.07425,33.53667,usda,,0,CS,L306432,13,1,16677,13,45,13045,Carroll,CARROLL,Carroll County,G1300450,13045,4
SNAP,SNAP Exclusive,16679,1,46,0,Southside BP,st_305681,500,S Center St,,Thomaston,GA,30286,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-84.32622,32.88351,usda,,0,CS,L306433,13,1,16678,13,293,13293,Upson,UPSON,Upson County,G1302930,13293,4
SNAP,SNAP Exclusive,16680,1,94,0,Southside Farms,st_377699,603,Whitesville Rd,,LaGrange,GA,30240,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-85.02884,33.02755,usda,,0,DF,L306445,13,1,16679,13,285,13285,Troup,TROUP,Troup County,G1302850,13285,4
SNAP,SNAP Exclusive,16681,1,121,0,SOUTHSIDE SEAFOOD,st_051528,12328,Largo Dr,,Savannah,GA,31419,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-81.14916,31.97961,usda,,0,CO,L306467,13,1,16680,13,51,13051,Chatham,CHATHAM,Chatham County,G1300510,13051,12
SNAP,SNAP Exclusive,16682,1,121,0,SOUTHSIDE SHELLFISH,st_055056,9135,White Bluff Rd,,Savannah,GA,31406,Seafood Specialty,13,Specialty,5,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.12802,31.99116,usda,,0,SE,L306470,13,1,16681,13,51,13051,Chatham,CHATHAM,Chatham County,G1300510,13051,12
SNAP,SNAP Exclusive,16683,1,145,0,Southwest Ga Oil Company Inc 419,st_419499,301,US Highway 19 S,,Camilla,GA,31730,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.19604,31.22369,usda,,0,CS,L036640,13,1,16682,13,205,13205,Mitchell,MITCHELL,Mitchell County,G1302050,13205,10
SNAP,SNAP Exclusive,16684,1,51,0,Southwest Ga Oil Company Inc 819,st_419523,1204,S Mlk Blvd,,Americus,GA,31719,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.25051,32.06844,usda,,0,CS,L306487,13,1,16683,13,261,13261,Sumter,SUMTER,Sumter County,G1302610,13261,6
SNAP,SNAP Exclusive,16685,1,138,0,SP Food Mart,st_407128,2675,Montpelier Ave,,Macon,GA,31204,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-83.66408,32.83177,usda,,0,CO,L039429,13,1,16684,13,21,13021,Bibb,BIBB,Bibb County,G1300210,13021,7
SNAP,SNAP Exclusive,16686,1,137,0,SP Food Mart 3,st_248217,301,N Lee St,,Kingsland,GA,31548,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-81.69061,30.80235,usda,,0,CS,L306507,13,1,16685,13,39,13039,Camden,CAMDEN,Camden County,G1300390,13039,12
SNAP,SNAP Exclusive,16687,1,41,0,Spalding Chevron,st_415675,6399,Spalding Dr,,Peachtree Corners,GA,30092,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.25798,33.96826,usda,,0,CS,L306521,13,1,16686,13,135,13135,Gwinnett,GWINNETT,Gwinnett County,G1301350,13135,3
SNAP,SNAP and WIC,16688,1,100,0,Sparker 1,st_209345,4609,S Coastal Hwy,,Riceboro,GA,31323,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,1,2010,2018,-81.43771,31.73989,usda,,0,CS,L306535,13,1,16687,13,179,13179,Liberty,LIBERTY,Liberty County,G1301790,13179,12
SNAP,SNAP and WIC,16689,1,100,0,Sparker 1,st_255036,4609,S Coastal Hwy,,Riceboro,GA,31323,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-81.43771,31.73989,usda,,0,CS,L306535,13,1,16688,13,179,13179,Liberty,LIBERTY,Liberty County,G1301790,13179,12
SNAP,SNAP Exclusive,16690,1,100,0,Sparker 5,st_263929,24,N Coastal Hwy,,Midway,GA,31320,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-81.4325,31.80092,usda,,0,CS,L306536,13,1,16689,13,179,13179,Liberty,LIBERTY,Liberty County,G1301790,13179,12
SNAP,SNAP Exclusive,16691,1,124,0,Sparkleberry Market Garden NAFNMP,st_373472,382,Nelson Rd Nw,,Milledgeville,GA,31061,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-83.39864,33.08329,usda,,0,DF,L306538,13,1,16690,13,9,13009,Baldwin,BALDWIN,Baldwin County,G1300090,13009,7
SNAP,SNAP Exclusive,16692,1,149,0,"Sparta Market, Inc. 03",st_418038,603,Adams St,,Sparta,GA,31087,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-82.97925,33.27361,usda,,0,SM,L306552,13,1,16691,13,141,13141,Hancock,HANCOCK,Hancock County,G1301410,13141,8
SNAP,SNAP Exclusive,16693,1,144,0,Spee-dee Foods,st_372437,503,Cobbham Rd,,Thomson,GA,30824,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-82.49863,33.47674,usda,,0,CS,L041397,13,1,16692,13,189,13189,McDuffie,MCDUFFIE,McDuffie County,G1301890,13189,8
SNAP,SNAP Exclusive,16694,1,35,0,Speed Stop Express,st_036844,2936,N Lumpkin Rd,,Columbus,GA,31903,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.95459,32.441,usda,,0,CS,L306610,13,1,16693,13,215,13215,Muscogee,MUSCOGEE,Muscogee County,G1302150,13215,6
SNAP,SNAP Exclusive,16695,1,10,0,SPEED TRACK,st_004764,201,W 3rd St,,Donalsonville,GA,39845,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.88421,31.04044,usda,,0,CS,L306612,13,1,16694,13,253,13253,Seminole,SEMINOLE,Seminole County,G1302530,13253,10
SNAP,SNAP and WIC,16696,1,41,0,Speede Stop,st_138749,195,Gwinnett Dr,,Lawrenceville,GA,30046,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,1,2008,2018,-83.99628,33.9457,usda,,0,CS,L306619,13,1,16695,13,135,13135,Gwinnett,GWINNETT,Gwinnett County,G1301350,13135,3
