store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,st_fips
Douglasville Beer & Tobacco Outlet,st_354445,6590,Broad St,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,0,0,0,2015,2015,-84.74579247,33.75232696,esri,PointAddress,0,NA,L037809,13
Douglasville Food Mart,st_411009,6590,Broad St,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,0,2017,2017,-84.74577,33.75235,usda,NA,0,NA,L037809,13
Shell Food Mart,st_177220,6450,Church St,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,1,1,1,1,0,0,0,0,0,0,2009,2012,-84.74144951,33.75321612,esri,StreetAddress,0,NA,L037810,13
SHELL FOOD MART,st_199446,8279,Chicago Ave,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.76034386,33.75516789,esri,PointAddress,0,NA,L037811,13
Chicago Avenue Hop In,st_262926,8279,Chicago Ave,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-84.76034386,33.75516789,esri,PointAddress,0,NA,L037811,13
Short Stop,st_254679,5870,Bankhead Hwy,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,0,2011,2017,-84.72585,33.76238,usda,NA,0,NA,L037812,13
Hop In # 1 Exxon,st_232464,4095,Bankhead Hwy,Ste B,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,0,1,1,1,0,0,0,0,0,0,2010,2012,-84.70632741,33.77643387,esri,PointAddress,0,NA,L037813,13
SP FOOD MART,st_035608,935,Dallas Hwy,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.74766296,33.7792177,esri,PointAddress,0,NA,L037814,13
Sp Food Mart,st_298899,935,Dallas Hwy,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,0,0,0,0,2013,2014,-84.74766296,33.7792177,esri,PointAddress,0,NA,L037814,13
Mountain Express 143,st_174063,870,Dallas Hwy,Ste A,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,1,1,1,1,0,0,0,0,0,0,2009,2012,-84.74824965,33.78205692,esri,PointAddress,0,NA,L037815,13
JOLLY WALLY'S,st_311131,4010,Bankhead Hwy,NA,Douglasville,GA,30134,Convenience Store,3,Small retail,4,0,0,0,0,0,1,0,0,0,0,0,2013,2013,-84.70254335,33.78292917,esri,StreetAddress,0,NA,L037816,13
Crops Farmers Market,st_284980,2818,Fairburn Rd,Ste A,Douglasville,GA,30135,Fruits/Veg Specialty,7,Specialty,5,0,0,0,0,1,0,0,0,0,0,0,2012,2012,-84.66447381,33.72836119,esri,PointAddress,0,NA,L037817,13
DOUGLASVILLE RETAIL MEAT,st_046271,3749,Kings Hwy,NA,Douglasville,GA,30135,Meat/Poultry Specialty,9,Specialty,5,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-84.77122137,33.70382587,esri,StreetAddress,0,NA,L037818,13
MJ TROPICAL FOOD,st_033359,5987,Fairburn Rd,NA,Douglasville,GA,30134,Meat/Poultry Specialty,9,Specialty,5,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.72961323,33.75123973,esri,StreetAddress,0,NA,L037819,13
TOMATO BIN,st_073914,8104,Dallas Hwy,NA,Douglasville,GA,30134,Meat/Poultry Specialty,9,Specialty,5,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-84.7491787,33.75880837,esri,PointAddress,0,NA,L037820,13
INDUS FOOD,st_219448,9459,Highway 5,Ste F,Douglasville,GA,30135,Medium Grocery Store,10,Grocer,1,0,0,1,1,1,0,0,0,0,0,0,2010,2012,-84.76236007,33.72606247,esri,StreetAddress,0,NA,L037821,13
LA PRINCESA MEXICAN STORE,st_176853,5975,FAIRBURN RD,NA,DOUGLASVILLE,GA,30134,Medium Grocery Store,10,Grocer,1,0,1,1,1,1,0,0,0,0,0,0,2009,2012,-84.72919109,33.75124576,esri,StreetAddress,0,NA,L037822,13
La Poblanita Super Market LLC,st_186922,3500,Highway 5,Ste 101,Douglasville,GA,30135,Small Grocery Store,14,Grocer,1,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-84.76989766,33.71031865,esri,PointAddress,0,NA,L037823,13
Eden Health Food Store,st_239395,3417,Highway 5,Ste C,Douglasville,GA,30135,Small Grocery Store,14,Grocer,1,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-84.76986368,33.71330816,esri,PointAddress,0,NA,L037824,13
"Fairburn Road Food Mart, Incorporated",st_255334,2078,Fairburn Rd,Ste 7,Douglasville,GA,30135,Small Grocery Store,14,Grocer,1,0,0,0,1,1,0,0,0,0,0,0,2011,2012,-84.70675174,33.74903969,esri,StreetAddress,0,NA,L037825,13
Mercado de Bebe,st_211805,6410,Fairburn Rd,Ste G,Douglasville,GA,30134,Small Grocery Store,14,Grocer,1,0,0,1,1,0,0,0,0,0,0,0,2010,2011,-84.74083277,33.75219948,esri,StreetAddress,0,NA,L037826,13
HUGGABLE TOTS VARIETY STORE,st_202333,8252,Dallas Hwy,NA,Douglasville,GA,30134,Small Grocery Store,14,Grocer,1,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.74918595,33.75477349,esri,StreetAddress,0,NA,L037827,13
F & S Grocery and Package Store,st_186265,8244,Dallas Hwy,NA,Douglasville,GA,30134,Small Grocery Store,14,Grocer,1,0,1,1,1,0,0,0,0,0,0,0,2009,2011,-84.74925974,33.7549685,esri,StreetAddress,0,NA,L037828,13
BIG KMART 7146,st_116445,9552,Highway 5,NA,Douglasville,GA,30135,Super Store,15,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.76239877,33.72330082,esri,PointAddress,0,NA,L037829,13
Food Lion 2184,st_225818,6525,Hiram Douglas Hwy,NA,Douglasville,GA,30134,Supermarket,16,Supermarket,6,0,0,1,1,0,0,0,0,0,0,0,2010,2011,-84.7555813,33.7987595,google,rooftop,0,NA,L037830,13
M & H Food Mart,st_274560,5220,Jeffersonville Rd,NA,Dry Branch,GA,31020,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,0,0,1,0,2012,2017,-83.51795,32.81363,usda,NA,0,NA,L037831,13
JENISH FOOD MART,st_010943,5220,Jeffersonville Rd,NA,Dry Branch,GA,31020,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-83.51803447,32.81369039,esri,PointAddress,0,NA,L037831,13
PURE COUNTRY,st_033898,87,Huston Cir,NA,Dry Branch,GA,31020,Meat/Poultry Specialty,9,Specialty,5,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-83.50905463,32.68005762,esri,PointAddress,0,NA,L037832,13
Spiceys Corner,st_180018,502,Wabash St,NA,Dublin,GA,31021,Combination Grocery/Other,2,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-82.89748542,32.53021201,esri,StreetAddress,0,NA,L037833,13
RITE AID 2113,st_132232,2001,Veterans Blvd,NA,Dublin,GA,31021,Combination Grocery/Other,2,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-82.94743569,32.54099382,esri,PointAddress,0,NA,L037834,13
R & M Varieties,st_238375,617,N Jefferson St,NA,Dublin,GA,31021,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,0,0,0,0,0,0,2011,2012,-82.90773706,32.54525342,esri,StreetAddress,0,NA,L037835,13
HILLTOP JIFFY CHECK,st_168723,3533,US Highway 441 S,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-82.93323376,32.38038,esri,StreetAddress,0,NA,L037836,13
257 TRUCK PLAZA,st_141207,3034,GA Highway 257,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-82.98382584,32.49339791,esri,PointAddress,0,NA,L037837,13
257 Old Barney's Grocery,st_323790,3034,Highway 257,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-82.98327,32.49377,usda,NA,0,NA,L037838,13
Jet Food Store 90,st_293488,1911,US Highway 441 S,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,0,0,0,0,2012,2014,-82.9235954,32.510788,esri,PointAddress,0,NA,L037839,13
Quickpick Food Store,st_380739,1911,US Highway 441 S,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,0,2016,2017,-82.92358,32.51099,usda,NA,0,NA,L037839,13
SUPER FOOD MART,st_133128,1003,Martin Luther King Jr Dr,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-82.90089,32.52371,usda,NA,0,NA,L037840,13
JET FOOD STORE 51,st_092859,1911,Marion St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,2008,2015,-82.94052015,32.52673863,esri,PointAddress,0,NA,L037841,13
FRIENDLY GUS #09,st_011738,441,Industrial Blvd,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-82.94191328,32.52731444,esri,StreetAddress,0,NA,L037842,13
K & C SHORT STOP 2,st_029052,1108,Telfair St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,2008,2015,-82.91346742,32.52830748,esri,PointAddress,0,NA,L037843,13
Dublin Food Mart,st_354535,907,Jefferson St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,0,0,0,2015,2015,-82.90540505,32.52872184,esri,StreetAddress,0,NA,L037844,13
Super Food Stop,st_061042,1898,Marion St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,0,0,0,0,1,1,0,0,0,2008,2015,-82.9308309,32.52959125,esri,StreetAddress,0,NA,L037845,13
SUPER FOOD STOP,st_223453,1898,Marion St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,1,1,1,1,0,0,0,0,0,2010,2013,-82.9308309,32.52959125,esri,StreetAddress,0,NA,L037845,13
Three G Convenience Store,st_255668,500,Wabash St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,1,0,0,0,0,0,0,0,2011,2011,-82.89733894,32.53014603,esri,PointAddress,0,NA,L037846,13
Neighbors Express 20,st_324076,1505,Bellevue Rd,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,0,0,0,2014,2015,-82.92721615,32.53520118,esri,PointAddress,0,NA,L037847,13
Neighbor's Foods,st_386976,1505,Bellevue Rd,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,0,2016,2017,-82.92722,32.53521,usda,NA,0,NA,L037847,13
SUPER FOOD MART III,st_140059,403,S Jefferson St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-82.90117,32.53536,usda,NA,0,NA,L037848,13
Las Mercedes,st_251285,1634,Veterans Blvd,Ste A,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,1,1,0,0,0,0,0,0,2011,2017,-82.93164,32.53637,usda,NA,0,NA,L037849,13
Fast Break 3,st_184082,418,Bellevue Ave,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-82.91010877,32.53840784,esri,PointAddress,0,NA,L037850,13
JACKSON'S FOOD MART,st_002208,306,E Jackson St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-82.90087362,32.54122877,esri,PointAddress,0,NA,L037851,13
HOP IN FOOD 2,st_021038,601,E Jackson St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-82.89753995,32.54249845,esri,PointAddress,0,NA,L037852,13
C & D FOOD MART,st_107144,402,N Jefferson St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-82.90632045,32.54333952,esri,PointAddress,0,NA,L037853,13
QUICK STOP 3,st_199256,907,N Jefferson St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,1,1,1,1,0,0,0,0,0,2010,2013,-82.91044876,32.54837978,esri,PointAddress,0,NA,L037854,13
Neighbors Express 50,st_324079,1108,N Jefferson St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,0,0,0,2014,2015,-82.91325815,32.55187314,esri,PointAddress,0,NA,L037855,13
BROOKWOOD STOP & SHOP,st_145869,1800,Claxton Dairy Rd,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-82.9393401,32.56070267,esri,PointAddress,0,NA,L037856,13
Brookwood Stop & Shop,st_264431,1800,Claxton Dairy Rd,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-82.9393401,32.56070267,esri,PointAddress,0,NA,L037856,13
PATTI'S PRODUCE 001,st_231180,481,Lake Rd,NA,Dublin,GA,31021,Direct Marketing Farmer,5,Local foods,2,0,0,1,1,1,1,1,0,0,0,0,2010,2014,-82.9561807,32.54121523,esri,PointAddress,0,NA,L037857,13
TUMBLEWEED'S PRODUCE,st_242120,2386,HWY 80 WEST,NA,Dublin,GA,31021,Fruits/Veg Specialty,7,Specialty,5,0,0,0,1,0,0,0,0,0,0,0,2011,2011,-82.97081735,32.54869051,esri,StreetAddress,0,NA,L037858,13
THE PIGLET SUPERMARKET #77,st_051093,0,MARTIN LUTHER DR,NA,DUBLIN,GA,31021,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-82.90081649,32.51916973,esri,StreetAddress,0,NA,L037859,13
COCHRAN BROS CASH & CARRY,st_009574,302,S Jefferson St,NA,Dublin,GA,31021,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-82.90302,32.53737,usda,NA,0,NA,L037860,13
Dublin Foods 30,st_197548,807,N Jefferson St,NA,Dublin,GA,31021,Medium Grocery Store,10,Grocer,1,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-82.90961807,32.54740558,esri,PointAddress,0,NA,L037861,13
FRESH CATCH SEAFOOD,st_203988,1303,Telfair St,NA,Dublin,GA,31021,Seafood Specialty,13,Specialty,5,0,0,1,1,1,1,0,0,0,0,0,2010,2013,-82.91588445,32.52530174,esri,PointAddress,0,NA,L037862,13
Dublin Seafood,st_347313,1303,Telfair St,NA,Dublin,GA,31021,Seafood Specialty,13,Specialty,5,0,0,0,0,0,0,1,0,0,0,0,2014,2014,-82.91588445,32.52530174,esri,PointAddress,0,NA,L037862,13
Las Mercedes,st_251285,1634,Veterans Blvd,Ste A,Dublin,GA,31021,Small Grocery Store,14,Grocer,1,0,0,0,0,0,1,1,1,1,1,0,2011,2017,-82.93164,32.53637,usda,NA,0,NA,L037849,13
Carniceria Tamazula,st_311133,318,Pine Forest St,NA,Dublin,GA,31021,Small Grocery Store,14,Grocer,1,0,0,0,0,0,1,0,0,0,0,0,2013,2013,-82.93678675,32.53977167,esri,StreetAddress,0,NA,L037863,13
Dublin Foods,st_371069,807,N Jefferson St,NA,Dublin,GA,31021,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,0,1,0,0,0,2015,2015,-82.90961807,32.54740558,esri,PointAddress,0,NA,L037861,13
Sahi 786 Inc,st_399310,807,N Jefferson St,NA,Dublin,GA,31021,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,0,0,1,1,0,2016,2017,-82.90962,32.54741,usda,NA,0,NA,L037861,13
Harveys Supermarket 1670,st_347890,1945,Veterans Blvd,NA,Dublin,GA,31021,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-82.9453,32.54026,usda,NA,0,NA,L037864,13
Kmart 3967,st_116343,116,Hillcrest,NA,Dublin,GA,31021,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,0,0,0,2008,2015,-82.91269952,32.54843863,esri,StreetAddress,0,NA,L037865,13
Walmart Supercenter 555,st_050422,2423,US Highway 80 W,NA,Dublin,GA,31021,Super Store,15,Supermarket,6,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-82.97178148,32.54926936,esri,PointAddress,0,NA,L037866,13
Harvey's Supermarket 2412,st_282435,1945,Veterans Blvd,NA,Dublin,GA,31021,Supermarket,16,Supermarket,6,0,0,0,0,1,1,0,0,0,0,0,2012,2013,-82.94529,32.54028751,esri,StreetAddress,0,NA,L037864,13
SOUTHERN FAMILY MARKETS OF DUBLIN HIGHWAY 80,st_015018,0,HWY 80,WESTGATE SHOPPING CENTER,DUBLIN,GA,31021,Supermarket,16,Supermarket,6,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-82.9038235,32.5406024,google,geometric_center,0,NA,L037867,13
WINN-DIXIE 1812,st_159815,2101,Veterans Blvd,NA,Dublin,GA,31021,Supermarket,16,Supermarket,6,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-82.95389064,32.54182141,esri,PointAddress,0,NA,L037868,13
METHVIN'S IGA - 2,st_077099,807,N Jefferson St,NA,Dublin,GA,31021,Supermarket,16,Supermarket,6,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-82.90961807,32.54740558,esri,PointAddress,0,NA,L037861,13
KROGER 614,st_167922,1016,CLAXTON DAIRY RD,NA,DUBLIN,GA,31021,Supermarket,16,Supermarket,6,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-82.92525953,32.54850636,esri,PointAddress,0,NA,L037869,13
"Dudley Market, LLC",st_336825,3437,Us Highway 80 W,NA,Dudley,GA,31022,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,0,0,2014,2016,-83.070988,32.54273713,esri,PointAddress,0,NA,L037870,13
ASSI PLAZA,st_205928,1630,Pleasant Hill Road,Ste 1000,Duluth,GA,30096,Combination Grocery/Other,2,Small retail,4,0,0,1,1,1,1,1,1,1,0,0,2010,2016,-84.12520761,33.94536073,esri,PointAddress,0,NA,L037871,13
NINO FELICES,st_230606,2920,Old Norcross Rd,Ste C,Duluth,GA,30096,Combination Grocery/Other,2,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.10206558,33.95202321,esri,PointAddress,0,NA,L037872,13
