store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,st_fips
Deals 865,st_249078,201,N Norcross Tucker Rd,NA,Norcross,GA,30093,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.20799,33.89845,usda,NA,NA,CO,L198438,13
DEAN ESCO'S  FOOD STORE#2,st_128326,10,OAK STREET,NA,OMEGA,GA,31775,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.59985,31.34893,usda,NA,NA,MG,L198449,13
Dean Parker,st_371847,440,Mack Paul Rd,NA,Wrightsville,GA,31096,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-82.83767,32.72514,usda,NA,NA,DF,L198451,13
Dearborn Delray Grocers,st_057857,2518,E Walnut Ave,NA,Dalton,GA,30721,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,0,1,2008,2018,-84.92981,34.7643,usda,NA,NA,SM,L037449,13
Dearborn Delray Grocers,st_417975,2518,E Walnut Ave,NA,Dalton,GA,30721,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.92981,34.7643,usda,NA,NA,SM,L037449,13
Deb's Groceries,st_373725,5944,Buford Hwy NE,NA,Atlanta,GA,30340,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.26308,33.91294,usda,NA,NA,SG,L198480,13
Debbie's Produce,st_364851,16,Forest Parkway,NA,Forest Park,GA,30297,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.39418,33.61845,usda,NA,NA,DF,L198488,13
Dee's Food Mart,st_349130,13598,US Highway 301,NA,Glennville,GA,30427,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-81.91399,32.02489,usda,NA,NA,CS,L198530,13
DEKALB CONVENIENCE,st_225768,2772,Northeast Expy NE,NA,Atlanta,GA,30345,Convenience Store,3,Small retail,4,0,0,1,0,1,1,1,1,1,1,1,2010,2018,-84.29332,33.86008,usda,NA,NA,CS,L198592,13
DEKALB FARMERS MARKET,st_158547,3000,E Ponce de Leon Ave,NA,Decatur,GA,30030,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.27159,33.78442,usda,NA,NA,SS,L198596,13
Dekalb Mobile Farmers Market,st_380027,4380,Memorial Dr,NA,Decatur,GA,30032,Delivery Route,4,Other store,3,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.24633,33.77571,usda,NA,NA,DR,L198597,13
DEL MAC MINIT MART,st_128113,545,E 6th St,NA,Waynesboro,GA,30830,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.00874,33.09337,usda,NA,NA,CS,L198611,13
Delight Tropical Market,st_330113,3983,Lavista Rd,NA,Tucker,GA,30084,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.25218,33.84639,usda,NA,NA,CO,L198738,13
Delores Food Mart,st_404005,1047,Ralph David Abernathy Blvd SW,NA,Atlanta,GA,30310,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.42217,33.73825,usda,NA,NA,CS,L198753,13
Delowe Marathon,st_332487,2000,Delowe Dr SW,NA,Atlanta,GA,30311,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.45732,33.70043,usda,NA,NA,CS,L035484,13
Delowe Valero,st_344404,1980,Delowe Dr SW,NA,Atlanta,GA,30311,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.45734,33.70099,usda,NA,NA,CS,L198754,13
Delta Express 3603,st_244576,1050,Cartersville Hwy SE,NA,Rome,GA,30161,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-85.12193,34.21632,usda,NA,NA,CS,L040531,13
Delta Express 3631,st_244600,59,Stansell Cir,NA,La Fayette,GA,30728,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-85.11407,34.67443,usda,NA,NA,CS,L198807,13
Denhams One Stop,st_241637,2731,US Highway 41 S,NA,Sycamore,GA,31790,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.63505,31.66965,usda,NA,NA,CS,L198881,13
Denton Grocery And Grills,st_324927,1500,Highway 76,NA,Hiawassee,GA,30546,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.7826,34.9639,usda,NA,NA,CS,L198929,13
DENTON QUICK STOP,st_119021,2387,Douglas Hwy,NA,Denton,GA,31532,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.69788,31.72204,usda,NA,NA,CS,L198930,13
Deorali Grocery,st_403162,926,Montreal Rd,NA,Clarkston,GA,30021,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.2421,33.81213,usda,NA,NA,SG,L036927,13
Derst Baking Co Bakery Outlet 696,st_358012,1312,Mills B Lane Blvd,NA,Savannah,GA,31405,Bakery Specialty,1,Specialty,5,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-81.12133,32.04992,usda,NA,NA,BB,L198979,13
"Derst Baking Co, LLC 1145",st_366909,2714,US Highway 441 S,NA,Dublin,GA,31021,Bakery Specialty,1,Specialty,5,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-83.01227,32.63161,usda,NA,NA,BB,L198981,13
Derst Baking Company,st_203661,1285,US Highway 80 E,NA,Pooler,GA,31322,Bakery Specialty,1,Specialty,5,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-81.22089,32.09911,usda,NA,NA,BB,L198982,13
DERST BAKING COMPANY STORE 41,st_039135,9559,Hwy 301 South,NA,Statesboro,GA,30458,Bakery Specialty,1,Specialty,5,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.83548,32.38288,usda,NA,NA,BB,L198983,13
Derst Baking Company Store 630,st_185842,3338,Peach Orchard Rd,NA,Augusta,GA,30906,Bakery Specialty,1,Specialty,5,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-82.02543,33.40226,usda,NA,NA,BB,L198984,13
Desi Bazar & Halal Meat,st_374319,2785,Cruse Rd,NA,Lawrenceville,GA,30044,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.08618,33.9379,usda,NA,NA,MG,L039018,13
Destiny Food Store 2,st_378352,746,Highway 29 N,NA,Danielsville,GA,30633,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.21478,34.13354,usda,NA,NA,CS,L037526,13
DEV MARKET INC,st_201821,1042,White Oak Rd,NA,Thomson,GA,30824,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-82.47942,33.47356,usda,NA,NA,CS,L041395,13
Devi Food Mart,st_361083,2328,US Highway 41 N,NA,Perry,GA,31069,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,0,0,1,2015,2018,-83.72748,32.51387,usda,NA,NA,CS,L199074,13
Devi Food Mart,st_383154,2328,US Highway 41 N,NA,Perry,GA,31069,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.72748,32.51387,usda,NA,NA,CS,L199074,13
Devis Convenience Store,st_015008,1400,Palmyra Rd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.16253,31.59586,usda,NA,NA,CS,L199079,13
Devki Laxmi LLC,st_350404,600,W Howard Ave,NA,Decatur,GA,30030,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.30463,33.7674,usda,NA,NA,CS,L037663,13
Dewan Llc,st_379288,145,Highway 411 SE,NA,Rome,GA,30161,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-85.14871,34.22266,usda,NA,NA,CS,L040533,13
Dewy Rose Mini Mart,st_405987,6746,Elberton Hwy,NA,Dewy Rose,GA,30634,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-82.89545,34.26395,usda,NA,NA,CS,L037718,13
Dg Food Mart,st_379116,206,E Victory Dr,NA,Savannah,GA,31405,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-81.09911,32.05196,usda,NA,NA,CS,L040770,13
"Dharti, Inc. D/b/a Ez Food Mart",st_403149,25,N Hendry St,NA,Blackshear,GA,31516,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-82.24895,31.30716,usda,NA,NA,CS,L036324,13
Diamond B Farms NAFNMP,st_373508,3348,Greensboro Rd,NA,Union Point,GA,30669,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-83.08823,33.61456,usda,NA,NA,DF,L199155,13
Diamond Food Mart,st_236806,2529,Brownsville Rd,NA,Powder Springs,GA,30127,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,0,0,1,2011,2018,-84.72494,33.82028,usda,NA,NA,CS,L199171,13
Diamond Food Mart,st_393864,2529,Brownsville Rd,NA,Powder Springs,GA,30127,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.72494,33.82028,usda,NA,NA,CS,L199171,13
DIAMOND HILL GROCERY,st_130970,5609,Highway 29 S,NA,Hull,GA,30646,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.29524,34.04552,usda,NA,NA,CS,L199184,13
Diann Pope,st_309192,2055,Eisenhower Pkwy,NA,Macon,GA,31206,Fruits/Veg Specialty,7,Specialty,5,0,0,0,0,0,0,0,0,0,0,1,2018,2018,-83.68457,32.8153,usda,NA,NA,FV,L039502,13
"Dickey Farms, Inc.",st_257214,3440,Musella Rd,NA,Musella,GA,31066,Fruits/Veg Specialty,7,Specialty,5,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.02893,32.79757,usda,NA,NA,FV,L199357,13
Dill's Food City Inc,st_097536,721,Cook St,NA,Royston,GA,30662,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.12156,34.28414,usda,NA,NA,SS,L199433,13
DILLARD PIGGLY WIGGLY 323,st_141643,7110,Highway 441 N Ste A,NA,Dillard,GA,30537,Large Grocery Store,8,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.38348,34.97654,usda,NA,NA,LG,L199435,13
DILLS FOOD CITY OF LAVONIA,st_087793,12260,Augusta Rd,NA,Lavonia,GA,30553,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.1067,34.42905,usda,NA,NA,SS,L199503,13
DINHO SUPERMARKET,st_162804,5381,New Peachtree Rd,NA,Chamblee,GA,30341,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.30037,33.89067,usda,NA,NA,SM,L199520,13
Dip Trading,st_240634,18482,GA Highway 144,NA,Richmond Hill,GA,31324,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-81.25376,31.83949,usda,NA,NA,CS,L040382,13
DIPA Food Mart,st_186839,5858,GA HIGHWAY 133,NA,BERLIN,GA,31722,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-83.62212,31.07364,usda,NA,NA,CS,L199548,13
Discount Beverage,st_217673,1285,Northside Dr E,NA,Statesboro,GA,30458,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-81.77168,32.44754,usda,NA,NA,CS,L199583,13
Discount Beverage,st_244447,191,S Main St,NA,Reidsville,GA,30453,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-82.11324,32.08237,usda,NA,NA,CS,L199584,13
Discount Cigarette And Tobacco Store,st_386742,6065,S Norcross Tucker Rd,NA,Norcross,GA,30093,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.20836,33.89811,usda,NA,NA,CS,L040151,13
Discount Convenience Store,st_409841,1967,State St,NA,Waycross,GA,31501,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-82.37167,31.2396,usda,NA,NA,CS,L199604,13
Discount Corner,st_240352,100,E Main St,NA,Hahira,GA,31632,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.37223,30.99138,usda,NA,NA,CS,L199605,13
Discount Corner 3,st_343481,10401,Abercorn St,NA,Savannah,GA,31419,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-81.1311,31.98868,usda,NA,NA,CS,L199609,13
DISCOUNT FOOD,st_175301,13900,Highway 27,NA,Trion,GA,30753,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-85.30941,34.52618,usda,NA,NA,CS,L199692,13
Discount Food Mart,st_408642,132,Gloster Road,NA,Laweranceville,GA,30044,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.06947,33.91908,usda,NA,NA,CS,L199699,13
Discount Food Mart,st_333925,19,Pyne Rd,NA,Lagrange,GA,30240,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-85.14213,33.03283,usda,NA,NA,CS,L199700,13
Discount Food Mart,st_169620,425,N Main St,NA,Cedartown,GA,30125,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-85.25284,34.01949,usda,NA,NA,CS,L199704,13
Discount Food Mart,st_415051,5957,Mount Zion Blvd,NA,Ellenwood,GA,30294,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.30205,33.59186,usda,NA,NA,CS,L038017,13
Discount Food Mart,st_129017,701,W College St,NA,Bowdon,GA,30108,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,0,1,2008,2018,-85.26435,33.53712,usda,NA,NA,CS,L199707,13
Discount Food Mart,st_405701,701,W College St,NA,Bowdon,GA,30108,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-85.26435,33.53712,usda,NA,NA,CS,L199707,13
Discount Food Mart,st_387025,886,Bouldercrest Dr Se,NA,Atlanta,GA,30316,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.33537,33.72992,usda,NA,NA,CS,L199709,13
Discount Food Mart,st_174962,886,Bouldercrest Dr Se,NA,Atlanta,GA,30316,Convenience Store,3,Small retail,4,0,1,1,1,1,1,0,0,0,0,1,2009,2018,-84.33537,33.72992,usda,NA,NA,CS,L199709,13
Discount Food Store,st_401347,3204,GA Highway 147,NA,Reidsville,GA,30453,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-82.16117,32.00279,usda,NA,NA,CS,L199730,13
Discount Grocery,st_335972,4116,Napier Ave,NA,Macon,GA,31210,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.69262,32.85924,usda,NA,NA,CS,L039467,13
Discount Grocery & Tobacco Outlet,st_359947,425,S College St,NA,Cedartown,GA,30125,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,0,0,1,2015,2018,-85.25667,34.01022,usda,NA,NA,CS,L036823,13
Discount Market -,st_183872,1430,Wilson Rd,NA,Rossville,GA,30741,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-85.31008,34.96813,usda,NA,NA,CS,L199770,13
Discount Mart,st_350464,198,N Davis Dr,NA,Warner Robins,GA,31093,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.61301,32.62095,usda,NA,NA,CS,L041769,13
DISCOUNT MART,st_223527,2991,Moody Rd,NA,Bonaire,GA,31005,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-83.62483,32.55491,usda,NA,NA,CS,L199776,13
Discount Mart Llc,st_384332,837,Lee St SW,NA,Atlanta,GA,30310,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.41415,33.73286,usda,NA,NA,CS,L035590,13
DISCOUNT MEAT MARKET,st_055115,1191,Wylie St SE,NA,Atlanta,GA,30316,Meat/Poultry Specialty,9,Specialty,5,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.34936,33.75236,usda,NA,NA,ME,L199780,13
Discount Stop Food Mart,st_029968,545,Sand Bar Ferry Rd,NA,Augusta,GA,30901,Convenience Store,3,Small retail,4,1,1,0,0,0,1,1,1,1,0,1,2008,2018,-81.93195,33.45745,usda,NA,NA,CS,L199798,13
Discount Tobacco And Gas,st_351448,418,Bellevue Ave,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-82.90882,32.53866,usda,NA,NA,CS,L037850,13
Discount Tobacco Outlet,st_305395,2182,Harbins Rd,NA,Dacula,GA,30019,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,0,0,1,1,2013,2018,-83.84542,33.94771,usda,NA,NA,CS,L037397,13
Dixie Corner Food Mart 2,st_412879,3000,E Walnut Ave,NA,Dalton,GA,30721,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.92184,34.77281,usda,NA,NA,CS,L037474,13
DIXIE DANDY,st_089702,1015,Dothan Rd,NA,Bainbridge,GA,39817,Large Grocery Store,8,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.58781,30.91481,usda,NA,NA,LG,L199883,13
Dixie Delight Candles Produce Store,st_365095,968,Hiram Douglasville Hwy,NA,Hiram,GA,30141,Fruits/Veg Specialty,7,Specialty,5,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.76159,33.87761,usda,NA,NA,FV,L199886,13
Dixie Food Store,st_211421,1495,Northside Dr E,NA,Statesboro,GA,30458,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-81.77343,32.45035,usda,NA,NA,CS,L199897,13
Dixie Food Store,st_243797,2330,Old Ocilla Rd,NA,Tifton,GA,31794,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.46207,31.49338,usda,NA,NA,CS,L199898,13
DIXIE FOODMART,st_215955,1400,E Broad Ave,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.11921,31.57654,usda,NA,NA,CS,L035092,13
DIXIE NEWS,st_247229,13,Decatur St SE,NA,Atlanta,GA,30303,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.38933,33.75399,usda,NA,NA,CS,L199913,13
DIYA FOODS,st_004373,202,W Church St,NA,Americus,GA,31709,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.23407,32.07033,usda,NA,NA,CS,L199943,13
DJ'S,st_010089,2000,U S Highway 78,NA,Tallapoosa,GA,30176,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,1,1,1,1,1,1,2008,2018,-85.29301,33.74453,usda,NA,NA,CO,L199948,13
DJ'S GROCERY 2,st_022440,504,Main St,NA,Palmetto,GA,30268,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.67113,33.50812,usda,NA,NA,CS,L199952,13
DJ Food Mart,st_331396,3491,Atlanta Hwy,NA,Hiram,GA,30141,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.77406,33.90649,usda,NA,NA,CS,L038623,13
DJs Country Market,st_330979,4427,Three Notch Rd,NA,Ringgold,GA,30736,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-85.18497,34.89305,usda,NA,NA,CS,L199970,13
Dk Foods,st_409334,2810,Gray Hwy,NA,Macon,GA,31211,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-83.59106,32.90113,usda,NA,NA,CS,L039494,13
Dm Food Mart 2,st_397417,1016,W Japonica Ave,NA,Coolidge,GA,31738,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.86702,31.0116,usda,NA,NA,CS,L037257,13
DM FOODMART,st_227735,163,S Baker St,NA,Ellenton,GA,31747,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-83.58765,31.1765,usda,NA,NA,CS,L199984,13
Dockside Seafood / Sapelo Blue Crab Inc,st_422611,6082,Shellman Bluff Rd NE,NA,Townsend,GA,31331,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-81.35174,31.57796,usda,NA,NA,CO,L041481,13
Dodge County Farmer's Market,st_398314,5401,Courthouse Circle,NA,Eastman,GA,31023,Farmers' Market,6,Local foods,2,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.17629,32.20072,usda,NA,NA,FM,L200031,13
Dollar Daze,st_407680,3355,Deans Bridge Rd,NA,Augusta,GA,30906,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-82.07834,33.41904,usda,NA,NA,CS,L165597,13
DOLLAR GENERAL #7969 7369,st_153526,125,Virginia Ave S,NA,Tifton,GA,31794,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.52702,31.4555,usda,NA,NA,CO,L200223,13
DOLLAR GENERAL 0024,st_153251,1284,Curtis Pkwy SE,NA,Calhoun,GA,30701,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.9224,34.47565,usda,NA,NA,CO,L200243,13
Dollar General 0030,st_029969,169,Blackwell Rd,NA,Chatsworth,GA,30705,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.77493,34.75471,usda,NA,NA,CO,L200245,13
DOLLAR GENERAL 0085,st_146111,6185,Highway 278 NW,NA,Covington,GA,30014,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.87423,33.60543,usda,NA,NA,CO,L200264,13
DOLLAR GENERAL 0101,st_146112,311,N Main St,NA,La Fayette,GA,30728,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.28124,34.70974,usda,NA,NA,CO,L195247,13
DOLLAR GENERAL 0322,st_146138,2686,E First St,NA,Blue Ridge,GA,30513,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.32907,34.8584,usda,NA,NA,CO,L200358,13
DOLLAR GENERAL 0571,st_146140,473,Morrison Moore Pkwy E,NA,Dahlonega,GA,30533,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.97661,34.53402,usda,NA,NA,CO,L200443,13
DOLLAR GENERAL 0872,st_146141,2524,Cleveland Hwy,NA,Dalton,GA,30721,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.94535,34.82223,usda,NA,NA,CO,L200554,13
DOLLAR GENERAL 10039,st_012584,200,Williams Way SW,NA,Calhoun,GA,30701,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.00131,34.45322,usda,NA,NA,CO,L200642,13
Dollar General 10040,st_014797,1575,Camilla Hwy,NA,Moultrie,GA,31768,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.81015,31.18325,usda,NA,NA,CO,L200644,13
DOLLAR GENERAL 10046,st_016691,448,N Griffin Ave,NA,Attapulgus,GA,39815,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.48824,30.77054,usda,NA,NA,CO,L200649,13
DOLLAR GENERAL 10130,st_010847,356,Highway 114,NA,Summerville,GA,30747,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.35353,34.47164,usda,NA,NA,CO,L200719,13
DOLLAR GENERAL 10145,st_017456,6633,Covington Hwy,NA,Lithonia,GA,30058,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.14677,33.71766,usda,NA,NA,CO,L200732,13
Dollar General 10146,st_021838,8439,Valdosta Hwy,NA,Morven,GA,31638,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.49607,30.94505,usda,NA,NA,CO,L200733,13
DOLLAR GENERAL 10168,st_017457,317,S 1st St,NA,Uvalda,GA,30473,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.50891,32.03255,usda,NA,NA,CO,L200750,13
DOLLAR GENERAL 10170,st_013308,2208,Lenox Dr,NA,Gainesville,GA,30507,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.78548,34.28207,usda,NA,NA,CO,L200753,13
Dollar General 10178,st_016096,400,Main St E,NA,Soperton,GA,30457,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.58917,32.37548,usda,NA,NA,CO,L200761,13
DOLLAR GENERAL 10189,st_017460,125,Seaboard St,NA,Leslie,GA,31764,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.08533,31.95535,usda,NA,NA,CO,L200770,13
Dollar General 10193,st_016099,2758,US Highway 80 E,NA,Twin City,GA,30471,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.15816,32.58419,usda,NA,NA,CO,L200774,13
Dollar General 10225,st_025951,6882,Reinhardt College Pkwy,NA,Waleska,GA,30183,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.55085,34.31536,usda,NA,NA,CO,L200797,13
DOLLAR GENERAL 10226,st_017502,42,Copperhead Rd,NA,Blairsville,GA,30512,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.09312,34.8767,usda,NA,NA,CO,L200798,13
Dollar General 10229,st_020422,93,Ivylog Rd,NA,Blairsville,GA,30512,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.05748,34.96267,usda,NA,NA,CO,L200801,13
DOLLAR GENERAL 1025,st_146143,6010,Bethelview Rd,NA,Cumming,GA,30040,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.17641,34.16407,usda,NA,NA,CO,L200817,13
Dollar General 10272,st_025949,2418,Devonion Dr,NA,Villa Rica,GA,30180,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.89511,33.73181,usda,NA,NA,CO,L200838,13
